left_ob_id,right_ob_id,older_ob_id,younger_ob_id,older_activate_idx,younger_activate_idx,overlap_side_relation,overlap_width_frac,age_difference_bars,strength_difference,same_side_overlap,younger_mostly_nested_in_older,similar_strength_flag,older_touched_before_younger,concurrent_live_bars,redundant_live_inventory,younger_redundant_to_older,older_should_probably_have_been_retired_or_downranked,older_terminal_state,younger_terminal_state,resolution_category
3,41,3,41,171.0,1650.0,same-side,0.5753704649974682,1479.0,0.3575333135512978,1,0,0,1,0.0,0,0,0,retired,mitigated_full,older_retired
3,85,3,85,171.0,3855.0,same-side,0.15120197708380106,3684.0,0.2650482834722806,1,0,0,1,0.0,0,0,0,retired,invalidated,older_retired
3,86,3,86,171.0,3870.0,same-side,0.6798010711553117,3699.0,0.16570869183239367,1,0,0,1,0.0,0,0,0,retired,mitigated_full,older_retired
3,108,3,108,171.0,5172.0,same-side,0.0930781331935005,5001.0,0.3242757740813571,1,0,0,1,0.0,0,0,0,retired,invalidated,older_retired
3,112,3,112,171.0,5403.0,same-side,1.0,5232.0,0.11489579418131657,1,1,0,1,0.0,0,0,0,retired,invalidated,older_retired
3,113,3,113,171.0,5418.0,opposite-side,0.23661360347322827,5247.0,0.27194630177924173,0,0,0,1,0.0,0,0,0,retired,retired,older_retired
3,122,3,122,171.0,6094.0,same-side,0.11221193194054596,5923.0,0.03502553746489723,1,0,1,1,0.0,0,0,0,retired,mitigated_full,older_retired
3,123,3,123,171.0,6117.0,opposite-side,1.0,5946.0,0.12110537173081504,0,1,0,1,0.0,0,0,0,retired,invalidated,older_retired
3,124,3,124,171.0,6206.0,opposite-side,0.3216444981863083,6035.0,0.31243100847538197,0,0,0,1,0.0,0,0,0,retired,invalidated,older_retired
3,127,3,127,171.0,6295.0,same-side,1.0,6124.0,0.33338663385989853,1,1,0,1,0.0,0,0,0,retired,retired,older_retired
3,156,3,156,171.0,7887.0,same-side,1.0,7716.0,0.03979670196153551,1,1,1,1,0.0,0,0,0,retired,mitigated_full,older_retired
3,157,3,157,171.0,7898.0,same-side,1.0,7727.0,0.09014821269861373,1,1,1,1,0.0,0,0,0,retired,invalidated,older_retired
3,172,3,172,171.0,8455.0,same-side,0.8596134282807476,8284.0,0.43662930900354824,1,0,0,1,0.0,0,0,0,retired,invalidated,older_retired
4,24,4,24,183.0,935.0,opposite-side,0.2724957555178498,752.0,0.13032088235536243,0,0,0,0,0.0,0,0,0,retired,mitigated_full,older_retired
4,25,4,25,183.0,1007.0,opposite-side,0.9234752589182774,824.0,0.07036609375205138,0,0,1,0,0.0,0,0,0,retired,invalidated,older_retired
4,87,4,87,183.0,3894.0,opposite-side,0.8367224880382653,3711.0,0.0676166319528434,0,0,1,0,0.0,0,0,0,retired,invalidated,older_retired
4,119,4,119,183.0,5733.0,same-side,0.13754266211605548,5550.0,0.03299465290399606,1,0,1,0,0.0,0,0,0,retired,mitigated_full,older_retired
4,142,4,142,183.0,6923.0,same-side,0.7867822966506632,6740.0,0.062399543128027424,1,0,1,0,0.0,0,0,0,retired,mitigated_full,older_retired
4,167,4,167,183.0,8266.0,opposite-side,0.4164556962024887,8083.0,0.20984779227015432,0,0,0,0,0.0,0,0,0,retired,invalidated,older_retired
4,168,4,168,183.0,8303.0,same-side,1.0,8120.0,0.13570469229406557,1,1,0,0,0.0,0,0,0,retired,invalidated,older_retired
4,174,4,174,183.0,8479.0,opposite-side,0.15977961432511584,8296.0,0.19894042692032365,0,0,0,0,0.0,0,0,0,retired,mitigated_full,older_retired
5,19,5,19,222.0,818.0,same-side,0.7700689348454717,596.0,0.045293964186378655,1,0,1,1,0.0,0,0,0,retired,invalidated,older_retired
5,88,5,88,222.0,4055.0,same-side,0.28996163682862724,3833.0,0.054083631755430184,1,0,1,1,0.0,0,0,0,retired,retired,older_retired
5,90,5,90,222.0,4205.0,opposite-side,0.7511256651657997,3983.0,0.061433666377024965,0,0,1,1,0.0,0,0,0,retired,mitigated_full,older_retired
5,121,5,121,222.0,5863.0,opposite-side,0.4474885844748557,5641.0,0.1916274732796326,0,0,0,1,0.0,0,0,0,retired,retired,older_retired
5,130,5,130,222.0,6470.0,opposite-side,0.15039494470774237,6248.0,0.2956406685151568,0,0,0,1,0.0,0,0,0,retired,mitigated_full,older_retired
5,132,5,132,222.0,6496.0,same-side,0.3102685624012582,6274.0,0.08243337570993303,1,0,1,1,0.0,0,0,0,retired,mitigated_full,older_retired
5,134,5,134,222.0,6582.0,same-side,0.7619477006311559,6360.0,0.20233250332341335,1,0,0,1,0.0,0,0,0,retired,mitigated_full,older_retired
5,135,5,135,222.0,6632.0,opposite-side,0.6806513938724433,6410.0,0.23409054255020834,0,0,0,1,0.0,0,0,0,retired,invalidated,older_retired
5,136,5,136,222.0,6660.0,same-side,0.035714285714291236,6438.0,0.15722328286940457,1,0,0,1,0.0,0,0,0,retired,mitigated_full,older_retired
5,141,5,141,222.0,6873.0,same-side,0.8661302121432372,6651.0,0.055398558678768195,1,0,1,1,0.0,0,0,0,retired,mitigated_full,older_retired
5,160,5,160,222.0,8096.0,same-side,0.9623733719247607,7874.0,0.2859686546999357,1,0,0,1,0.0,0,0,0,retired,mitigated_full,older_retired
5,175,5,175,222.0,8558.0,same-side,0.2189153439154058,8336.0,0.13373637405660088,1,0,0,1,0.0,0,0,0,retired,invalidated,older_retired
6,120,6,120,230.0,5821.0,same-side,0.8186501803194279,5591.0,0.22806837508240208,1,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
6,129,6,129,230.0,6405.0,same-side,0.8590932509016431,6175.0,0.04563621027263287,1,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
6,133,6,133,230.0,6500.0,same-side,0.8882019577537383,6270.0,0.3464037518909291,1,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
6,138,6,138,230.0,6727.0,same-side,0.1380731581658562,6497.0,0.13689093509276007,1,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
6,139,6,139,230.0,6732.0,same-side,1.0,6502.0,0.07780280454443222,1,1,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
6,140,6,140,230.0,6787.0,opposite-side,0.6404849762783131,6557.0,0.16564327074127927,0,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
7,91,7,91,294.0,4248.0,opposite-side,0.5458911419423148,3954.0,0.01420446870757841,0,0,1,1,0.0,0,0,0,invalidated,retired,older_invalidated
7,137,7,137,294.0,6670.0,same-side,0.774562256809353,6376.0,0.03485298318501384,1,0,1,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
7,176,7,176,294.0,8624.0,same-side,0.3254891591750446,8330.0,0.041032464560237236,1,0,1,1,0.0,0,0,0,invalidated,retired,older_invalidated
10,13,10,13,359.0,539.0,same-side,0.6768558951965139,180.0,0.04127269061977146,1,0,1,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
10,21,10,21,359.0,842.0,same-side,0.4686135371178703,483.0,0.04691094194969947,1,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
10,131,10,131,359.0,6484.0,opposite-side,1.0,6125.0,0.2691361718726686,0,1,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
10,159,10,159,359.0,8045.0,same-side,1.0,7686.0,0.1332360993323538,1,1,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
10,166,10,166,359.0,8262.0,same-side,0.12426614481405171,7903.0,0.05476682272083133,1,0,1,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
11,86,11,86,402.0,3870.0,same-side,0.5883161512027288,3468.0,0.0858558604880072,1,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
11,87,11,87,402.0,3894.0,opposite-side,0.1477663230240727,3492.0,0.11743017898062336,0,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
11,113,11,113,402.0,5418.0,opposite-side,1.0,5016.0,0.02038174945884086,0,0,1,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
11,119,11,119,402.0,5733.0,same-side,0.42371134020615553,5331.0,0.08280819993177602,1,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
11,171,11,171,402.0,8343.0,opposite-side,1.0,7941.0,0.03767155953490553,0,1,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
11,172,11,172,402.0,8455.0,same-side,0.15971515768059957,8053.0,0.18506475668314737,1,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
11,174,11,174,402.0,8479.0,opposite-side,0.49862542955325806,8077.0,0.1491268798925437,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
12,23,12,23,413.0,917.0,opposite-side,0.3347350714886129,504.0,0.19354656137565818,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
12,162,12,162,413.0,8149.0,opposite-side,0.38026772434306505,7736.0,0.1261388428023249,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
12,163,12,163,413.0,8189.0,same-side,0.43965948923379966,7776.0,0.03498953166140062,1,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
12,170,12,170,413.0,8332.0,opposite-side,0.07487520798671544,7919.0,0.27793378393211465,0,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
12,173,12,173,413.0,8473.0,opposite-side,0.94356659142205,8060.0,0.1372688186525205,0,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
13,21,13,21,539.0,842.0,same-side,0.8235021975479688,303.0,0.005638251329928012,1,0,1,0,0.0,0,0,0,retired,invalidated,older_retired
13,131,13,131,539.0,6484.0,opposite-side,0.73097826086959,5945.0,0.22786348125289713,0,0,0,0,0.0,0,0,0,retired,invalidated,older_retired
13,158,13,158,539.0,8015.0,opposite-side,0.3074572127138992,7476.0,0.021949374183183656,0,0,1,0,0.0,0,0,0,retired,mitigated_full,older_retired
13,159,13,159,539.0,8045.0,same-side,0.03280423280441383,7506.0,0.09196340871258235,1,0,1,0,0.0,0,0,0,retired,mitigated_full,older_retired
13,166,13,166,539.0,8262.0,same-side,1.0,7723.0,0.013494132101059875,1,1,1,0,0.0,0,0,0,retired,retired,older_retired
14,42,14,42,632.0,1729.0,same-side,0.20249908122011398,1097.0,0.16063995202230552,1,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
14,77,14,77,632.0,3421.0,opposite-side,0.012837837837841367,2789.0,0.006958962344828623,0,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
14,84,14,84,632.0,3850.0,opposite-side,0.8479648842777815,3218.0,0.010316496354919713,0,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
14,93,14,93,632.0,4371.0,same-side,0.46142595978061784,3739.0,0.1450218587052392,1,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
14,95,14,95,632.0,4532.0,same-side,0.39290540540540425,3900.0,0.09755584440330367,1,0,1,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
14,111,14,111,632.0,5372.0,opposite-side,0.38114104595880827,4740.0,0.1776716284536508,0,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
14,115,14,115,632.0,5436.0,same-side,0.6898175397292394,4804.0,0.17465949373672462,1,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
14,125,14,125,632.0,6216.0,same-side,0.5614640883978245,5584.0,0.12805761703394924,1,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
15,17,15,17,636.0,700.0,opposite-side,0.02594594594607111,64.0,0.07281004781846978,0,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
15,40,15,40,636.0,1640.0,opposite-side,1.0,1004.0,0.1940183997269812,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
15,77,15,77,636.0,3421.0,opposite-side,1.0,2785.0,0.1199311288037812,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
15,78,15,78,636.0,3477.0,opposite-side,0.9111508646391755,2841.0,0.08393783871064364,0,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
15,83,15,83,636.0,3845.0,opposite-side,1.0,3209.0,0.05778653795219901,0,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
15,95,15,95,636.0,4532.0,same-side,0.1747167561121625,3896.0,0.21052801086225625,1,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
15,110,15,110,636.0,5324.0,opposite-side,1.0,4688.0,0.13608863227589763,0,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
16,81,16,81,669.0,3656.0,same-side,1.0,2987.0,0.01366081359627247,1,0,1,0,0.0,0,0,0,retired,retired,older_retired
16,117,16,117,669.0,5521.0,opposite-side,0.7454242928452243,4852.0,0.11138407878072498,0,0,0,0,0.0,0,0,0,retired,mitigated_full,older_retired
16,145,16,145,669.0,7166.0,opposite-side,0.5706267539756517,6497.0,0.1657292299995089,0,0,0,0,0.0,0,0,0,retired,retired,older_retired
16,155,16,155,669.0,7799.0,same-side,0.8246024321796191,7130.0,0.0242890537586119,1,0,1,0,0.0,0,0,0,retired,invalidated,older_retired
17,40,17,40,700.0,1640.0,same-side,1.0,940.0,0.12120835190851142,1,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
17,77,17,77,700.0,3421.0,same-side,1.0,2721.0,0.047121080985311425,1,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
17,83,17,83,700.0,3845.0,same-side,1.0,3145.0,0.1305965857706688,1,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
17,95,17,95,700.0,4532.0,opposite-side,1.0,3832.0,0.13771796304378647,0,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
17,110,17,110,700.0,5324.0,same-side,0.4216216216217505,4624.0,0.06327858445742784,1,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
18,85,18,85,710.0,3855.0,same-side,0.755835962145134,3145.0,0.08062773935008416,1,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
18,94,18,94,710.0,4482.0,same-side,0.8256192959582515,3772.0,0.06751847111288223,1,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
18,108,18,108,710.0,5172.0,same-side,0.6552050473186434,4462.0,0.13985522995916067,1,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
18,114,18,114,710.0,5424.0,opposite-side,0.7917787168651056,4714.0,0.09395324214397494,0,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
18,122,18,122,710.0,6094.0,same-side,0.8643533123028841,5384.0,0.1493950066572992,1,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
19,90,19,90,818.0,4205.0,opposite-side,1.0,3387.0,0.01613970219064631,0,1,1,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
19,130,19,130,818.0,6470.0,opposite-side,0.4416277518345442,5652.0,0.34093463270153546,0,0,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
19,132,19,132,818.0,6496.0,same-side,0.6666666666666499,5678.0,0.1277273398963117,1,0,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
19,136,19,136,818.0,6660.0,same-side,0.276628863686893,5842.0,0.20251724705578322,1,0,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
19,160,19,160,818.0,8096.0,same-side,1.0,7278.0,0.33126261888631436,1,1,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
19,175,19,175,818.0,8558.0,same-side,0.9027777777776818,7740.0,0.17903033824297954,1,0,0,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
20,130,20,130,822.0,6470.0,opposite-side,1.0,5648.0,0.07057312412317718,0,0,1,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
20,132,20,132,822.0,6496.0,same-side,0.8759124087591321,5674.0,0.1426341686820466,1,0,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
20,136,20,136,822.0,6660.0,same-side,1.0,5838.0,0.06784426152257506,1,0,1,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
20,138,20,138,822.0,6727.0,same-side,1.0,5905.0,0.1971978655710519,1,0,0,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
20,161,20,161,822.0,8132.0,opposite-side,0.5034116755117569,7310.0,0.4031183901936695,0,0,0,1,0.0,0,0,0,invalidated,retired,older_invalidated
21,22,21,22,842.0,882.0,same-side,0.14171465131157612,40.0,0.027472695507585687,1,0,1,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
21,92,21,92,842.0,4359.0,same-side,0.7656250000000353,3517.0,0.016592114132081504,1,0,1,1,0.0,0,0,0,invalidated,retired,older_invalidated
21,131,21,131,842.0,6484.0,opposite-side,0.4718070652173625,5642.0,0.22222522992296911,0,0,0,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
21,158,21,158,842.0,8015.0,opposite-side,0.9951100244498543,7173.0,0.016311122853255644,0,0,1,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
21,166,21,166,842.0,8262.0,same-side,1.0,7420.0,0.007855880771131862,1,1,1,1,0.0,0,0,0,invalidated,retired,older_invalidated
22,92,22,92,882.0,4359.0,same-side,0.5490056818181568,3477.0,0.04406480963966719,1,0,1,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
22,158,22,158,882.0,8015.0,opposite-side,0.27567237163816066,7133.0,0.011161572654330043,0,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
23,162,23,162,917.0,8149.0,same-side,1.0,7232.0,0.3196854041779831,1,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
23,163,23,163,917.0,8189.0,opposite-side,1.0,7272.0,0.15855702971425756,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
23,170,23,170,917.0,8332.0,same-side,0.8166526492852191,7415.0,0.08438722255645648,1,0,1,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
23,173,23,173,917.0,8473.0,same-side,0.4188393608074935,7556.0,0.3308153800281787,1,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
24,25,24,25,935.0,1007.0,same-side,0.4459148446490597,72.0,0.20068697610741382,1,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
24,87,24,87,935.0,3894.0,same-side,0.04074702886248042,2959.0,0.06270425040251904,1,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
24,142,24,142,935.0,6923.0,opposite-side,0.5929541595925998,5988.0,0.19272042548338986,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
24,162,24,162,935.0,8149.0,same-side,0.18633276740231403,7214.0,0.3137511811195254,1,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
24,167,24,167,935.0,8266.0,same-side,0.9898734177216141,7331.0,0.07952690991479189,1,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
24,168,24,168,935.0,8303.0,opposite-side,0.897101449275497,7368.0,0.005383809938703132,0,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
24,170,24,170,935.0,8332.0,same-side,0.0691850594226587,7397.0,0.09032144561491418,1,0,1,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
25,87,25,87,1007.0,3894.0,same-side,0.6093210586881097,2887.0,0.13798272570489478,1,0,0,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
25,142,25,142,1007.0,6923.0,opposite-side,1.0,5916.0,0.00796655062402396,0,0,1,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
25,167,25,167,1007.0,8266.0,same-side,0.5006329113923901,7259.0,0.2802138860222057,1,0,0,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
25,168,25,168,1007.0,8303.0,opposite-side,1.0,7296.0,0.20607078604611695,0,1,0,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
26,40,26,40,1091.0,1640.0,opposite-side,1.0,549.0,0.26877600720476835,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
26,77,26,77,1091.0,3421.0,opposite-side,0.9058441558441654,2330.0,0.19468873628156835,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
26,78,26,78,1091.0,3477.0,opposite-side,1.0,2386.0,0.1586954461884308,0,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
26,83,26,83,1091.0,3845.0,opposite-side,0.3630952380951502,2754.0,0.016971069525588134,0,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
26,110,26,110,1091.0,5324.0,opposite-side,0.9648268398268095,4233.0,0.21084623975368477,0,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
26,143,26,143,1091.0,7142.0,same-side,0.4285714285715165,6051.0,0.0826355627465607,1,0,1,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
27,116,27,116,1101.0,5485.0,opposite-side,0.12210424710421941,4384.0,0.0007990230728576186,0,0,1,0,0.0,0,0,0,retired,invalidated,older_retired
27,126,27,126,1101.0,6232.0,same-side,0.20617977528088058,5131.0,0.04987692542639166,1,0,1,0,0.0,0,0,0,retired,invalidated,older_retired
27,144,27,144,1101.0,7152.0,same-side,0.07154046997386225,6051.0,0.09624256932897024,1,0,1,0,0.0,0,0,0,retired,retired,older_retired
28,29,28,29,1108.0,1129.0,same-side,1.0,21.0,0.09381341202675542,1,1,1,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
28,81,28,81,1108.0,3656.0,opposite-side,0.9323453608247299,2548.0,0.010941020819286607,0,0,1,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
28,103,28,103,1108.0,4960.0,opposite-side,1.0,3852.0,0.04117981940832127,0,1,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
28,109,28,109,1108.0,5313.0,opposite-side,0.06854838709676032,4205.0,0.05396738471283691,0,0,1,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
28,155,28,155,1108.0,7799.0,opposite-side,0.6176975945017199,6691.0,0.027008846535597764,0,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
29,81,29,81,1129.0,3656.0,opposite-side,1.0,2527.0,0.10475443284604202,0,0,0,0,0.0,0,0,0,retired,retired,older_retired
29,155,29,155,1129.0,7799.0,opposite-side,1.0,6670.0,0.06680456549115765,0,0,1,0,0.0,0,0,0,retired,invalidated,older_retired
30,38,30,38,1251.0,1617.0,same-side,1.0,366.0,0.2000644860184953,1,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
30,79,30,79,1251.0,3564.0,same-side,1.0,2313.0,0.11387891473578537,1,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
30,82,30,82,1251.0,3785.0,opposite-side,0.5332685769791029,2534.0,0.10149017598044863,0,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
31,39,31,39,1314.0,1633.0,opposite-side,0.1883408071748254,319.0,0.02186110226748339,0,0,1,0,0.0,0,0,0,retired,retired,older_retired
31,80,31,80,1314.0,3613.0,opposite-side,1.0,2299.0,0.09507659928216528,0,0,1,0,0.0,0,0,0,retired,retired,older_retired
31,82,31,82,1314.0,3785.0,same-side,1.0,2471.0,0.2322756710526631,1,0,0,0,0.0,0,0,0,retired,invalidated,older_retired
32,34,32,34,1397.0,1446.0,opposite-side,1.0,49.0,0.01645238872267063,0,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
32,49,32,49,1397.0,1919.0,same-side,0.08818978855082116,522.0,0.2369405546648758,1,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
32,50,32,50,1397.0,1923.0,same-side,0.38007478632479547,526.0,0.00016831272462647373,1,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
32,53,32,53,1397.0,2091.0,opposite-side,0.8350974930361911,694.0,0.13126325616241574,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
32,54,32,54,1397.0,2222.0,same-side,0.8270676691729767,825.0,0.09187852616893954,1,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
32,55,32,55,1397.0,2240.0,opposite-side,0.7213906325446688,843.0,0.008925218249436484,0,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
32,56,32,56,1397.0,2321.0,opposite-side,0.7073170731707643,924.0,0.16753437606621835,0,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
32,68,32,68,1397.0,2885.0,opposite-side,0.02876771146415003,1488.0,0.0770985545988816,0,0,1,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
33,51,33,51,1442.0,1970.0,opposite-side,0.8837106080780502,528.0,0.008696971691745436,0,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
33,150,33,150,1442.0,7488.0,same-side,0.6879715934310139,6046.0,0.18888652543650686,1,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
